CUSTOMER_ID,PREDICTED_DATE,PREDICTED_QUANTITY,MAPE,PREDICTION_MODEL,FORECAST_GENERATION_DATETIME
22,2025-06-01,66900000.0,50.23,ARIMA,2025-06-05 10:43:45
22,2025-07-01,66900000.0,50.23,ARIMA,2025-06-05 10:43:45
22,2025-08-01,66900000.0,50.23,ARIMA,2025-06-05 10:43:45
22,2025-09-01,66900000.0,50.23,ARIMA,2025-06-05 10:43:45
22,2025-10-01,66900000.0,50.23,ARIMA,2025-06-05 10:43:45
22,2025-11-01,66900000.0,50.23,ARIMA,2025-06-05 10:43:45
22,2025-12-01,66900000.0,50.23,ARIMA,2025-06-05 10:43:45
22,2026-01-01,66900000.0,50.23,ARIMA,2025-06-05 10:43:45
22,2026-02-01,66900000.0,50.23,ARIMA,2025-06-05 10:43:45
22,2026-03-01,66900000.0,50.23,ARIMA,2025-06-05 10:43:45
22,2026-04-01,66900000.0,50.23,ARIMA,2025-06-05 10:43:45
22,2026-05-01,66900000.0,50.23,ARIMA,2025-06-05 10:43:45
23,2025-06-01,25413004.34867003,121.3,ARIMA,2025-06-05 10:43:45
23,2025-07-01,28878290.636565186,121.3,ARIMA,2025-06-05 10:43:45
23,2025-08-01,31177642.861128636,121.3,ARIMA,2025-06-05 10:43:45
23,2025-09-01,32703352.4889517,121.3,ARIMA,2025-06-05 10:43:45
23,2025-10-01,33715720.16518884,121.3,ARIMA,2025-06-05 10:43:45
23,2025-11-01,34387465.49156011,121.3,ARIMA,2025-06-05 10:43:45
23,2025-12-01,34833194.64124894,121.3,ARIMA,2025-06-05 10:43:45
23,2026-01-01,35128953.2674467,121.3,ARIMA,2025-06-05 10:43:45
23,2026-02-01,35325200.61862723,121.3,ARIMA,2025-06-05 10:43:45
23,2026-03-01,35455418.36862321,121.3,ARIMA,2025-06-05 10:43:45
23,2026-04-01,35541822.91019798,121.3,ARIMA,2025-06-05 10:43:45
23,2026-05-01,35599155.683993995,121.3,ARIMA,2025-06-05 10:43:45
24,2025-06-01,30468369.849262815,44.34,ARIMA,2025-06-05 10:43:45
24,2025-07-01,32284011.787280086,44.34,ARIMA,2025-06-05 10:43:45
24,2025-08-01,33563617.51505596,44.34,ARIMA,2025-06-05 10:43:45
24,2025-09-01,34465442.25498509,44.34,ARIMA,2025-06-05 10:43:45
24,2025-10-01,35101019.17051034,44.34,ARIMA,2025-06-05 10:43:45
24,2025-11-01,35548953.22871807,44.34,ARIMA,2025-06-05 10:43:45
24,2025-12-01,35864642.66866042,44.34,ARIMA,2025-06-05 10:43:45
24,2026-01-01,36087130.37787786,44.34,ARIMA,2025-06-05 10:43:45
24,2026-02-01,36243932.521028,44.34,ARIMA,2025-06-05 10:43:45
24,2026-03-01,36354441.60120575,44.34,ARIMA,2025-06-05 10:43:45
24,2026-04-01,36432324.827521354,44.34,ARIMA,2025-06-05 10:43:45
24,2026-05-01,36487214.40701628,44.34,ARIMA,2025-06-05 10:43:45
25,2025-06-01,37272290.40248585,43.15,ARIMA,2025-06-05 10:43:45
25,2025-07-01,37232469.48325057,43.15,ARIMA,2025-06-05 10:43:45
25,2025-08-01,37208177.98232818,43.15,ARIMA,2025-06-05 10:43:45
25,2025-09-01,37193359.715236545,43.15,ARIMA,2025-06-05 10:43:45
25,2025-10-01,37184320.296869576,43.15,ARIMA,2025-06-05 10:43:45
25,2025-11-01,37178806.08364156,43.15,ARIMA,2025-06-05 10:43:45
25,2025-12-01,37175442.3110746,43.15,ARIMA,2025-06-05 10:43:45
25,2026-01-01,37173390.347283155,43.15,ARIMA,2025-06-05 10:43:45
25,2026-02-01,37172138.611228585,43.15,ARIMA,2025-06-05 10:43:45
25,2026-03-01,37171375.02896811,43.15,ARIMA,2025-06-05 10:43:45
25,2026-04-01,37170909.229595795,43.15,ARIMA,2025-06-05 10:43:45
25,2026-05-01,37170625.08332043,43.15,ARIMA,2025-06-05 10:43:45
26,2025-06-01,27418018.324116062,10.07,ARIMA,2025-06-05 10:43:45
26,2025-07-01,26706617.304164972,10.07,ARIMA,2025-06-05 10:43:45
26,2025-08-01,26257387.83729194,10.07,ARIMA,2025-06-05 10:43:45
26,2025-09-01,26001436.548295222,10.07,ARIMA,2025-06-05 10:43:45
26,2025-10-01,25866681.075521417,10.07,ARIMA,2025-06-05 10:43:45
26,2025-11-01,25800636.60982576,10.07,ARIMA,2025-06-05 10:43:45
26,2025-12-01,25770616.72200249,10.07,ARIMA,2025-06-05 10:43:45
26,2026-01-01,25758180.355271403,10.07,ARIMA,2025-06-05 10:43:45
26,2026-02-01,25753699.180932026,10.07,ARIMA,2025-06-05 10:43:45
26,2026-03-01,25752492.950876012,10.07,ARIMA,2025-06-05 10:43:45
26,2026-04-01,25752454.196057215,10.07,ARIMA,2025-06-05 10:43:45
26,2026-05-01,25752720.892854314,10.07,ARIMA,2025-06-05 10:43:45
27,2025-06-01,57565300.57893074,9.69,ARIMA,2025-06-05 10:43:45
27,2025-07-01,52419279.583363116,9.69,ARIMA,2025-06-05 10:43:45
27,2025-08-01,52492027.32417585,9.69,ARIMA,2025-06-05 10:43:45
27,2025-09-01,53826378.45115188,9.69,ARIMA,2025-06-05 10:43:45
27,2025-10-01,54728506.42521184,9.69,ARIMA,2025-06-05 10:43:45
27,2025-11-01,55017706.236428775,9.69,ARIMA,2025-06-05 10:43:45
27,2025-12-01,54992038.98969347,9.69,ARIMA,2025-06-05 10:43:45
27,2026-01-01,54902167.503671914,9.69,ARIMA,2025-06-05 10:43:45
27,2026-02-01,54846589.688553266,9.69,ARIMA,2025-06-05 10:43:45
27,2026-03-01,54830685.73040998,9.69,ARIMA,2025-06-05 10:43:45
27,2026-04-01,54833586.32859183,9.69,ARIMA,2025-06-05 10:43:45
27,2026-05-01,54839555.62516207,9.69,ARIMA,2025-06-05 10:43:45
28,2025-06-01,82560986.25855324,69.13,ARIMA,2025-06-05 10:43:45
28,2025-07-01,65515117.68999406,69.13,ARIMA,2025-06-05 10:43:45
28,2025-08-01,53747085.172012776,69.13,ARIMA,2025-06-05 10:43:45
28,2025-09-01,46213929.731191084,69.13,ARIMA,2025-06-05 10:43:45
28,2025-10-01,41566634.50011692,69.13,ARIMA,2025-06-05 10:43:45
28,2025-11-01,38755501.94594486,69.13,ARIMA,2025-06-05 10:43:45
28,2025-12-01,37073551.00341269,69.13,ARIMA,2025-06-05 10:43:45
28,2026-01-01,36073455.90696712,69.13,ARIMA,2025-06-05 10:43:45
28,2026-02-01,35480928.092775926,69.13,ARIMA,2025-06-05 10:43:45
28,2026-03-01,35130605.15367739,69.13,ARIMA,2025-06-05 10:43:45
28,2026-04-01,34923734.84523551,69.13,ARIMA,2025-06-05 10:43:45
28,2026-05-01,34801662.53874057,69.13,ARIMA,2025-06-05 10:43:45
29,2025-06-01,29632616.528781585,107.97,ARIMA,2025-06-05 10:43:45
29,2025-07-01,30811386.02331854,107.97,ARIMA,2025-06-05 10:43:45
29,2025-08-01,31535160.220132004,107.97,ARIMA,2025-06-05 10:43:45
29,2025-09-01,31953279.734596085,107.97,ARIMA,2025-06-05 10:43:45
